Route ID;Step ID;Town A;Town B;Distance;Driver name
98393;17;ST REGIS DU COIN;ST JUST EN BAS;66.555;Alexander IVANOVA
251068;2;ROCHESERVIERE;MONTREVERD;6.0;Olga MUÑOZ
63122;3;ST LOUP;ST BARTHELEMY;26.147;Thomas DAVIES
111915;12;LANGON SUR CHER;NEUILLY EN SANCERRE;61.672;Tatyana TAYLOR
12048;27;ST MICHEL DE VAX;BELVEZE;62.101;Antonio EVANS
102672;12;LOUVIGNE;L HUISSERIE;10.668;Petra SANCHEZ
4237;7;FAMPOUX;VIS EN ARTOIS;7.597;Michel MILLER
277483;12;ST GERMAIN DE LA RIVIERE;BAYAS;16.752;Christian BAUER
114926;25;BALANZAC;LA GRIPPERIE ST SYMPHORIEN;9.655;Michael SOKOLOVA
145799;17;CUEBRIS;LA ROQUETTE SUR SIAGNE;34.099;Tatiana WAGNER
111954;24;STE COLOMBE DE LA COMMANDERIE;ST MICHEL DE LLOTES;9.988;Natalya WEBER
279004;4;NEVY LES DOLE;MANTENAY MONTLIN;70.975;Mikhail VASILEVA
223997;1;OBERGAILBACH;SARRE UNION;21.128;Darya SMITH
18867;15;BESSON;CRESSANGES;7.627;Barbara SMIRNOVA
151081;3;WAHLBACH;JETTINGEN;4.486;Elisabeth SCHÄFER
98377;15;PERROY;CHENOU;92.886;Igor HUBER
137475;15;GERMIGNY;ORMOY;16.857;Yuliya MARIN
136641;16;BEUZEVILLE LA GRENIER;ST JEAN DE LA NEUVILLE;1.976;Jose KLEIN
176796;33;LE TRANSLAY;OFFRANVILLE;46.437;Oksana LOPEZ
213789;29;ST MARTIAL SUR NE;GUIMPS;15.404;David KLEIN
233575;30;LA MOTTE FANJAS;PONT EN ROYANS;6.283;Manfred KARLSSON
93313;1;ST REMY BOSCROCOURT;BAROMESNIL;3.103;Denis POPOVA
252059;2;COURMES;GREOLIERES;9.186;Anna MARTINEZ
140315;15;DEOLS;FRANCILLON;16.103;Mario KOVÁCS
205950;12;LES CHALESMES;ENTRE DEUX MONTS;7.361;Nadezhda SCHNEIDER
294265;22;FONTAINE SIMON;VAUPILLON;5.697;Anne HANSEN
188059;7;ST HILAIRE LA CROIX;ST PARIZE EN VIRY;83.197;Eva NOVIKOVA
220028;20;HAUTEVILLE SUR FIER;MESIGNY;9.302;Francisco BAUER
192977;19;ST MARTIN DE FONTENAY;SOLIERS;5.073;Sergey FERNANDEZ
218123;18;BOUNIAGUES;ST PERDOUX;2.259;Marta JONES
213552;27;BROMONT LAMOTHE;ROCHE D AGOUX;26.7;Monika MEIER
80884;21;ST PIERRE DES IFS;LA BOISSIERE;2.745;Anna ZIMMERMANN
227597;2;CARROS;ANNOT;46.214;Werner SCHMID
88059;16;LAVENTIE;ESTAIRES;6.469;Vladimir JIMENEZ
243610;15;FRIAUVILLE;BRAINVILLE;2.858;Roman ANDERSSON
12364;1;LACANAU;SALAUNES;21.496;Andreas ZIMMERMANN
262083;23;HITTE;HIIS;5.693;Christian ROBERTS
151116;7;MOUSSEY;URBEIS;16.544;Mario MARTIN
295391;7;LA VILLEDIEU;ST JEAN D ANGELY;20.507;Olga KUZNETSOV
170905;12;LE PERRON;PONT BELLANGER;14.923;Paul NAGY
137300;2;MAUGUIO;BAILLARGUES;7.29;Elena WOLF
22483;4;FLEVY;CHARLEVILLE SOUS BOIS;11.499;Christine MEYER
117407;4;TORCY LE PETIT;MAUCOMBLE;18.039;Maksim FISCHER
240907;22;VERNEUIL SUR SEINE;SURESNES;22.869;Anastasiya SANTOS
220999;34;BOISSIERES;AUTY;40.268;Irina FISCHER
143682;5;PECH LUNA;SAIX;49.574;Nykolai FERREIRA
236907;18;ST CAPRAISE D EYMET;ST ETIENNE DE VILLEREAL;22.754;Nadezhda BROWN
156494;16;OUDAN;ANNAY LA COTE;47.005;David SMIRNOV
212467;4;ARGENS MINERVOIS;ALGANS;81.306;Vladymyr SMITH
77367;14;CIEUTAT;ARTIGUEMY;2.709;Maksim PETROVA
230723;11;FEUQUIERES EN VIMEU;OCHANCOURT;4.74;Denis RUSSO
247860;20;CLERE LES PINS;LE BOULAY;38.742;Paul MORENO
103235;23;LONGEVES;VERINES;4.463;Martin PEREZ
253900;4;CREHEN;ST LORMEL;3.583;Francisco LOPEZ
182329;1;REDANGE;UCKANGE;26.741;Svetlana KLEIN
55242;5;STE PAZANNE;VILLENEUVE EN RETZ;8.792;Vasylyi GARCIA
50075;11;LAUZUN;GAUGEAC;32.471;Aleksandr DIAZ
202454;5;CHEVILLE;ASNIERES SUR VEGRE;6.23;Manfred RUIZ
173683;11;AUXEY DURESSES;FOISSY;20.705;Vladymyr HUBER
241137;9;GUISENIERS;MAUDETOUR EN VEXIN;25.003;Svetlana ALONSO
25164;9;BERTHENICOURT;FONCHES FONCHETTE;39.71;Aleksandra BRAUN
51975;16;BANNES;ST PIERRE SUR ERVE;5.225;Francisco BAUER
157412;13;LOMBRON;PIACE;29.843;Vasylyi MOROZOVA
63900;17;LE LUOT;CHAVOY;3.363;Denis BROWN
119296;23;LE LANDREAU;LA CHAPELLE HEULIN;5.522;Giuseppe BONDARENKO
204284;2;JOURNY;QUELMES;9.043;Paul JOHANSSON
124660;10;ARLEBOSC;BOUCIEU LE ROI;4.841;Andrey MORENO
215265;15;ST JEAN DE CHEVELU;BOURDEAU;2.871;Denis JOHNSON
94479;6;POILLEY;ST LOUP;22.452;Anastasiya RODRIGUEZ
193768;6;ST MARTIN DU MONT;RAMASSE;9.67;Ekaterina GOMEZ
219443;17;FRANCHELEINS;MALAFRETAZ;38.161;Martin EVANS
165513;20;SEINE PORT;HENONVILLE;81.889;Christine ZIMMERMANN
180763;17;LA CHAPELLE VENDOMOISE;TOURAILLES;6.351;Nykolai KUZNETSOV
217380;6;STE LHEURINE;ST GERMAIN DE VIBRAC;11.476;Francesco PAVLOVA
226729;23;GUILLY;BAUGY;90.87;Wolfgang GONZALEZ
285783;5;ST REMY DE PROVENCE;GRAVESON;10.482;Jean DAVIES
77258;21;FOUSSAIS PAYRE;ARDIN;11.13;Jose BROWN
239632;20;VALENCE EN BRIE;LA TOMBE;16.249;Lyubov NAVARRO
227135;25;LAPEYROUSE FOSSAT;CASTELMAUROU;2.789;Marina KLEIN
266423;18;VENDOEUVRES;LEYRAT;86.002;Petra GUTIERREZ
292515;28;CHAPELLE DES BOIS;BIEF DES MAISONS;11.693;Denis KRAVCHENKO
236355;18;TOURTRES;CAHUZAC;20.2;Marina ROMERO
7077;7;COUVRON ET AUMENCOURT;BRANCOURT EN LAONNOIS;16.455;Jose SMIRNOVA
179593;6;MONT LOZERE ET GOULET;GABRIAS;29.722;Piotr RUSSO
246719;16;CHALON;ST SORLIN DE VIENNE;2.449;Patrick SCHMIDT
284341;23;NEUVILLE SUR VANNE;MARAYE EN OTHE;12.997;Aleksey WILLIAMS
32739;9;MONTSOUE;ST MAURICE SUR ADOUR;7.538;Wolfgang MUÑOZ
94911;9;ALLEINS;TAILLADES;14.537;Tatyana NOVIKOVA
217429;2;FONTAINE LE PIN;CHAHAINS;47.739;Darya SCHMIDT
133697;18;CHANGEY;COUR L EVEQUE;30.565;Ekaterina RICHTER
62686;4;PINEY;RADONVILLIERS;8.561;Angela HUBER
173411;19;APREMONT;MONCEL SUR VAIR;115.686;Piotr FERREIRA
26932;8;MENETREOLS SOUS VATAN;CHECY;100.484;Alexander HUBER
16862;31;VERNEIL LE CHETIF;ST ILLIERS LA VILLE;167.645;Vasylyi SOKOLOVA
293364;7;DAMIGNY;CHERISAY;11.616;Ekaterina SANCHEZ
257032;17;ST PALAIS;ST PRIEST LA MARCHE;9.319;Klaus VARGA
215691;14;COMBERANCHE ET EPELUCHE;LOUPIAC;106.391;Paul DAVIES
131486;5;LANNEMAIGNAN;STE CHRISTIE D ARMAGNAC;20.28;Alina JONES
63741;10;GRANDRU;MOULIN SOUS TOUVENT;16.334;Eva WILSON
76755;21;CHANALEILLES;PRADES;20.381;Maksim POPOVA
164321;2;MEOUNES LES MONTRIEUX;LA DESTROUSSE;31.982;Darya KOVALENKO
270954;3;MONTHION;CHAMOUSSET;14.444;Giuseppe PEREIRA
255241;11;CHAMPSEVRAINE;POISEUL;17.822;Barbara ROBERTS
95578;19;LA PETITE FOSSE;ST JEAN D ORMONT;4.771;Vera SCHULZ
80970;11;BOISMONT;JOPPECOURT;5.099;Mária NAGY
185706;37;PIERREFITTE;ST BONNET LA RIVIERE;27.195;Thomas SANTOS
62423;24;VILLERET;RIVES DERVOISES;7.515;Anna MORENO
70699;16;ST AUBIN EN CHAROLLAIS;CHASSENARD;19.21;Werner FERRARI
176701;12;ROCHECHOUART;VAYRES;5.783;Robert VASILEVA
245407;4;CORME ECLUSE;LE CHAY;3.134;Ana ROBERTS
19800;27;LOUGRATTE;MIRAMONT DE GUYENNE;21.275;Patrick KUZNETSOVA
140139;23;LEAZ;CHENE EN SEMINE;6.679;Piotr ALVAREZ
177104;4;GERGUEIL;AUBIGNY LA RONCE;32.276;Valentina POPOVA
254110;5;GRANGUES;BLONVILLE SUR MER;9.342;Nikolay BROWN
229124;22;MOUSTOIR AC;ST BARTHELEMY;16.477;Mária SANTOS
198812;37;STE MAURE DE TOURAINE;CERELLES;43.387;Vasylyi NOWAK
133041;23;MARSILLARGUES;MAS DE LONDRES;35.046;Aleksandr POPOV
207616;11;LA BACONNIERE;ST GERMAIN LE GUILLAUME;6.47;Christian HOFFMANN
15399;12;LANDEBAERON;SQUIFFIEC;2.806;Olga THOMAS
126692;16;BOUTIGNY PROUAIS;MAULETTE;6.42;Thomas MAGOMEDOV
194443;36;LA BOISSIERE DU DORE;REMOUILLE;25.933;Mario KOVÁCS
97375;21;SATILLIEU;ST PRIX;22.701;Tomasz SILVA
289237;34;LETRA;ST VERAND;34.864;Peter SHEVCHENKO
226166;30;BALLOTS;LOUISFERT;37.805;Lyubov SCHMIDT
31513;2;CRUSEILLES;ALLONZIER LA CAILLE;4.123;Giovanni SMIRNOV
224773;8;PLERGUER;ST HELEN;10.882;Karin EVANS
18594;11;TARCENAY FOUCHERANS;VERNIERFONTAINE;14.043;Thomas SHEVCHENKO
155775;9;MAZAYE;ORCIVAL;14.602;Dmitriy THOMAS
206291;13;LARROQUE ENGALIN;BLAZIERT;8.483;Andrei SCHULZ
218178;13;REYNES;CORNEILLA DE CONFLENT;28.795;Peter WILLIAMS
196344;18;ST SIGISMOND;CLOYES LES TROIS RIVIERES;28.082;Giuseppe VASILEVA
144256;12;UCHACQ ET PARENTIS;CANENX ET REAUT;8.883;Denis FERRARI
99121;29;ILHAT;MOLANDIER;33.761;Vera KLEIN
36872;23;MONTREDON;BOUILLAC;4.479;Mikhail JONES
225267;12;LA CLUSE ET MIJOUX;DOUBS;7.481;Daniel MARIN
56339;5;LA VERGNE;ST LOUP;7.026;Ivan GUTIERREZ
137329;7;ST ANDRE DE LA ROCHE;LA COLLE SUR LOUP;16.685;Manfred MEYER
213779;12;ST GERAND LE PUY;VOLVIC;58.221;Juan SMITH
257786;34;STE PAZANNE;CHAUMES EN RETZ;10.695;Juan NAVARRO
968;44;STE HERMINE;LE CHAMP ST PERE;20.967;Karin SCHMIDT
183242;29;CAHUZAC;LAUSSOU;19.506;Yvan PETROV
147420;9;SERGEAC;ST PANTALEON DE LARCHE;29.905;Vladimir SIMON
277699;20;MONTAGNEY;CHANCEY;4.58;Maria KOCH
251663;26;MONTJAUX;ST JEAN DE FOS;68.566;Claude ROMERO
122529;4;STE CECILE DU CAYROU;LA MAGDELAINE SUR TARN;30.14;Valentina SCHMID
35335;14;BOURLENS;ST AMANS DU PECH;14.135;Elisabeth PETROV
45674;40;ST JEAN DU PIN;ST PAUL LA COSTE;6.555;Darya POPOV
93755;6;SASSENAY;FRAGNES LA LOYERE;6.21;Nadezhda JENSEN
42312;36;CHIZE;LA CRECHE;28.631;Lyubov TÓTH
99585;3;FONTCOUVERTE LA TOUSSUIRE;ST SORLIN D ARVES;9.623;Patrick NOVIKOVA
2606;21;LIOUX;SAIGNON;16.826;Juan MOROZOVA
42853;16;CAMPBON;STE ANNE SUR BRIVET;5.552;Yuliya MORENO
166865;17;LAVIEU;ST GENES LA TOURETTE;43.875;Barbara DIAZ
221339;20;CHAROLS;ST VINCENT LA COMMANDERIE;40.525;Maryia HOFFMANN
295244;1;FOREST SUR MARQUE;MAULEVRIER STE GERTRUDE;213.94;Natalya NAVARRO
41082;10;BASLIEUX LES FISMES;ST GILLES;5.558;Serhei PETROVA
64231;17;NADES;ESPINASSE;23.972;Darya MARIN
101182;36;APREMONT;NORROY LE SEC;61.166;Giovanni VARGA
214917;5;RUBERCY;MANDEVILLE EN BESSIN;2.82;Marie MARTIN
63096;27;ST BRISSON SUR LOIRE;ISDES;31.377;Nikolay ANDERSSON
56312;29;MONTMAHOUX;AUTHOISON;57.258;Andrea GARCIA
115076;3;NUAILLE D AUNIS;CHAUCHE;70.763;Ana NAGY
101197;3;LOUPIAC;BUSQUE;13.983;Lyubov NOWAK
181781;22;SPAY;ROEZE SUR SARTHE;6.857;Darya WAGNER
163290;16;VILLEVOCANCE;GREZIEUX LE FROMENTAL;55.324;Mario FERRARI
81852;5;HARAUCOURT;VILLERS SUR BAR;9.579;Elisabeth IVANOVA
205950;28;BREZINS;ST SAUVEUR;22.414;Nadezhda SCHNEIDER
281367;11;SAUGON;CAMPUGNAN;4.624;Laura FISCHER
255481;15;BEAUREPAIRE;MOISSIEU SUR DOLON;7.518;Andrea ZIMMERMANN
32016;10;GAGNY;CONCHES SUR GONDOIRE;12.936;Pavel ZIMMERMANN
294147;30;CASTETBON;OSSENX;2.66;Nikolay SANTOS
68628;21;LA VILLE AUX BOIS;AULNAY;21.705;David PAVLOVA
107149;3;IPPLING;SARREGUEMINES;4.833;Serhei MARIN
91049;16;CHAUVE;LES BROUZILS;59.921;Klaus JONES
158557;22;LAVALETTE;FOS;14.054;Ivan BRAUN
219090;6;NEUVY EN BEAUCE;BUSLOUP;68.728;Peter BROWN
120641;22;IVREY;LIEFFRANS;59.59;Piotr JIMENEZ
5820;11;ST JEAN LE THOMAS;CHAMPEAUX;1.614;Jean HUBER
184040;17;VILLARD;LUCINGES;9.513;Roman KUZNETSOV
285066;2;PETITE CHAUX;LE CROUZET;3.862;Lyubov VOLKOVA
135664;8;CHAMPAGNE EN VALROMEY;GRIGNON;62.592;Igor GUTIERREZ
162718;8;BOURRET;MONTAIN;3.385;Ivan JOHNSON
281751;23;SEREZIN DE LA TOUR;BOUVERANS;158.042;Aleksey KLEIN
256355;22;ST GERY;CASTELMORON D ALBRET;42.473;Nadezhda WOLF
158769;25;ESPAUBOURG;VAUX SUR BLAISE;250.507;Alina TORRES
257424;18;ST GERVAIS EN BELIN;LAVARE;40.02;Angela THOMAS
81678;8;MARIGNY;FONTENU;2.924;Natalya SANCHEZ
111118;2;L HORME;LE TARTRE;152.71;Alexander SCHULZ
74093;13;CRECEY SUR TILLE;CUSSEY LES FORGES;8.644;Olha DIAZ
192560;11;LEMONCOURT;FOVILLE;7.69;Marie FERRARI
142738;22;ST CYR EN TALMONDAIS;PUYRAVAULT;21.567;Thomas BECKER
103895;8;BOUHANS ET FEURG;FONTAINE FRANCAISE;12.941;Alexander SCHNEIDER
89288;8;LA MOTTE DU CAIRE;LARDIER ET VALENCA;11.577;John GUTIERREZ
54444;5;SILLERY;ASFELD;31.311;Manfred FERRARI
243754;3;COURCUIRE;PIN;2.521;Juan COSTA
128515;13;PRADES SALARS;FLAVIN;14.171;Paul MORENO
76361;38;ST APOLLINAIRE;CROTS;10.862;Marta MILLER
160870;15;EYRES MONCUBE;BANOS;5.816;Maria TORRES
121133;6;FONS SUR LUSSAN;LES ASSIONS;29.033;Giovanni PETROVA
111575;18;HARQUENCY;LERY;22.557;Patrick FERREIRA
38032;13;VALLONS DE L ERDRE;CHALONNES SUR LOIRE;34.943;Giovanni SMIRNOV
14359;11;LONGCOCHON;THOIRIA;37.623;Tomasz BRAUN
169693;39;LABASTIDE ESPARBAIRENQUE;ESPEZEL;68.493;Christine KOCH
4669;24;LIGNON;FAVRESSE;19.902;Aleksandra KUZNETSOVA
286863;1;ANCRETTEVILLE SUR MER;BOUSSEVILLER;508.76;Andrei TAYLOR
53911;7;BEISSAT;ST JULIEN LE CHATEL;39.367;Eva TÓTH
196586;17;LASSEUBE PROPRE;AUCH;8.926;Aleksey BONDARENKO
21318;20;CARENNAC;COLLONGES LA ROUGE;18.679;Valentyna ALVAREZ
107151;25;MAILLY SUR SEILLE;WUISSE;31.337;Paul SILVA
149052;22;MOSNES;BRIZAY;66.275;Sandra KUZNETSOV
294672;21;ST JEAN D ARVEY;ST OFFENGE;14.444;Serhei MEYER
249648;10;CONNE DE LABARDE;ST LAURENT DES VIGNES;9.662;Vladimir SILVA
269906;26;NIEUL LE VIROUIL;LE PORGE;77.503;Andrea DAVIES
191623;4;CREON;CAPIAN;6.081;Denis BROWN
154253;31;MALLEON;TRAUSSE;76.261;Anastasiya KOVÁCS
107252;23;FESSANVILLIERS MATTANVILLIERS;REVERCOURT;3.738;Christian THOMAS
60262;19;CHAUMONT SUR LOIRE;VEUZAIN SUR LOIRE;5.41;Yvan PEREIRA
17611;3;ANGLURE SOUS DUN;LE BREUIL;62.976;Martin JENSEN
167574;10;BAGE LE CHATEL;BEY;57.159;Francesco MORENO
91135;11;BELIGNEUX;CHALON;48.058;Roman MEYER
53610;9;GIBEL;LAPEYRERE;31.561;Oksana GARCIA
102705;11;LEPUIX;FROIDECONCHE;30.694;Olha SHEVCHENKO
255450;10;SANRY SUR NIED;FEY;17.905;Robert SANCHEZ
112941;24;GIVRY;AMAGNE;3.626;Tatyana PETROVA
60824;25;MEYS;L HORME;23.812;Mária WILSON
7297;14;TAVERS;BAULE;7.743;Juan WILSON
255658;24;CHARLY;BESSAIS LE FROMENTAL;17.267;Michel ROMERO
253396;12;ST AVIT;ST AMANCET;5.906;Yvan TORRES
249398;17;BEAUGENCY;BAULE;4.203;Paul JOHANSSON
10514;17;CLAIRFONTAINE;OHIS;6.447;Juan BROWN
42639;4;ETTING;LA MONTAGNE;130.22;Jean SZABÓ
211869;17;CHENON;LUCHAPT;50.026;Andrei ZIMMERMANN
61789;3;APPENWIHR;ANDOLSHEIM;4.587;Peter MARTINEZ
174488;29;SALVEZINES;GINCLA;4.039;Roman MARTINEZ
262343;10;AURIBEAU SUR SIAGNE;LA ROQUETTE SUR SIAGNE;4.273;Michael POPOVA
229922;15;PARTHENAY;THENEZAY;16.516;Elisabeth NOWAK
219990;16;HEBECOURT;ORIVAL;52.87;Anton MEIER
222423;14;ARTHEZ D ARMAGNAC;MONTEGUT;4.002;Evgeniy IVANOVA
202995;33;TREVERIEN;ST HELEN;10.944;Jose RODRIGUEZ
292303;11;TRIGNY;PARGNY FILAIN;31.374;Andrea BAUER
29604;5;MONTGON;LA SABOTTERIE;5.148;Andrey MOROZOVA
143918;12;ST BONNET DE ROCHEFORT;VERNUSSE;17.859;Tomasz ANDERSSON
293249;30;VIAPRES LE PETIT;NORROIS;43.145;Marta SMITH
97292;6;GORRE;PAGEAS;6.387;Petra SANCHEZ
98113;6;MOUX EN MORVAN;SULLY;32.033;Christian PETROVA
231970;4;JOUY EN ARGONNE;LES SOUHESMES RAMPONT;5.312;Aleksey HOFFMANN
258558;2;FRAMBOUHANS;NEUCHATEL URTIERE;19.821;John KOVÁCS
77245;4;LELLING;GUESSLING HEMERING;3.806;Angela GARCIA
108375;1;CERET;GROSTENQUIN;787.56;Daniel ANDERSSON
245103;18;MONTEIGNET SUR L ANDELOT;ST GERMAIN DES FOSSES;16.668;Anne LOPEZ
205289;7;ST ETIENNE L ALLIER;SELLES;6.34;Olga SCHULZ
288553;24;MONTCLAR;EMBRUN;22.637;Marta POPOVA
197002;2;ONARD;BARCELONNE DU GERS;50.714;Evgeniy HANSEN
21295;12;ST ETIENNE L ALLIER;ST GREGOIRE DU VIEVRE;5.477;Maksim SCHÄFER
142707;12;VALLEIRY;CHENEX;2.143;Ivan JENSEN
112226;7;WATTWILLER;VELLESCOT;31.961;Sandra GARCIA
101907;23;LE LEUY;MEILHAN;5.736;Tatiana MARTINEZ
278004;19;BARBAZAN;ANTICHAN DE FRONTIGNES;8.416;Aleksandr NAVARRO
213222;20;YVES;ST MARTIN DE RE;31.161;David SIMON
222837;4;CREPY;RUSSY BEMONT;56.655;Christian FISCHER
193647;32;ASNOIS;BEAULIEU SUR SONNETTE;19.787;Maryia NOWAK
52499;2;PRECEY;HAMELIN;13.273;Mario MILLER
263938;4;ST CIERS DU TAILLON;ST GENIS DE SAINTONGE;7.331;Martin WOLF
18090;12;PRADELLE;CHAMALOC;22.867;Tatiana IVANOVA
260962;16;BRASSAC LES MINES;STE MARIE LAPANOUZE;76.275;Anastasiya SILVA
15281;40;CHAMBOLLE MUSIGNY;BUSSIERES;96.63;Igor SANTOS
78536;12;ST JEAN LA POTERIE;RIEUX;4.418;Mariya JENSEN
268373;6;BODILIS;LA ROCHE MAURICE;7.208;Olga MAGOMEDOV
167312;7;PEY;HEUGAS;10.759;Denis ROMERO
251644;18;ST JULIEN MAUMONT;MARCILLAC LA CROZE;2.209;Sergey KLEIN
167483;37;VAL D ARCOMIE;ANGLARDS DE ST FLOUR;7.357;Elena GARCIA
285887;13;CHEU;MARAYE EN OTHE;21.373;Darya SHEVCHENKO
299563;2;GEISHOUSE;STERNENBERG;21.626;Maria RAMOS
28054;15;BALDENHEIM;STOTZHEIM;14.736;Martin TORRES
157361;1;LAVINCOURT;COUSANCES LES FORGES;6.388;Robert SCHNEIDER
63840;6;CATHEUX;CAULIERES;21.183;Maksim SCHULZ
46801;41;PAIMBOEUF;ST MALO DES TROIS FONTAINES;87.236;Ana JOHNSON
157992;11;BELLAVILLIERS;BROU;54.096;Wolfgang GONZALEZ
246352;3;BLANCHEFOSSE ET BAY;MONTMEILLANT;8.979;Michel JIMENEZ
115575;15;CHAMBELLAY;TIERCE;20.053;Jan TAYLOR
61554;5;ST GENIES DE FONTEDIT;HEREPIAN;14.425;Nikolay BAUER
41732;17;VILLEPERROT;AVANT LES MARCILLY;32.171;Nykolai WAGNER
160360;8;ALANDO;CROCE;12.558;Andrey ALONSO
269482;20;MONTORD;CHATELPERRON;32.488;Anastasiya MEYER
55211;22;ROSUREUX;MONTBELIARDOT;3.775;Sergey SOKOLOVA
63084;19;USSON EN FOREZ;GRAIX;49.107;Maria SILVA
4296;23;ST JULIEN D ODDES;POMMIERS EN FOREZ;6.941;Maksim ALONSO
249015;31;HARDRICOURT;JUZIERS;3.673;Peter BECKER
208856;23;LES PLANS;LA PALME;90.71;Anne MEYER
65808;6;MONTMEILLANT;ROCQUIGNY;5.885;Hans SIMON
109650;45;LULLY;ONNION;14.19;Tomasz SMIRNOVA
80764;22;CRISSEY;FRAGNES LA LOYERE;4.261;Monika WEBER
90857;14;LA FOLIE;CERISY LA FORET;8.31;Vera NOVIKOVA
59349;13;FAVIERES;CRECY EN PONTHIEU;12.522;Vladymyr VARGA
294372;2;PLOUBAZLANEC;YVIAS;10.095;Robert HUBER
277800;8;CASTELNAU LE LEZ;CLAPIERS;3.407;Paul WAGNER
297950;3;MORNAC SUR SEUDRE;LE GUA;4.867;Anna HUBER
233228;10;BELCODENE;PLAN DE CUQUES;11.463;Josef GARCIA
74588;3;NEVACHE;VALMEINIER;13.951;Werner MEYER
217251;19;NOYEN SUR SEINE;COURTACON;28.149;Claude KLEIN
154566;4;LAMILLARIE;PENNE;43.188;Richard PAVLOVA
41769;48;ST PIERRE LE VIEUX;DIEPPE;16.61;Nykolai POPOVA
188090;18;NOYANT VILLAGES;LA CHAUSSEE;71.007;Igor RICHTER
199025;22;POINTIS INARD;ARBAS;13.45;Piotr ROMERO
217566;11;CHALAUTRE LA GRANDE;ST MARTIN DE BOSSENAY;21.43;Olha DIAZ
260106;9;EMBRES ET CASTELMAURE;CARAMANY;30.087;Andreas DIAZ
293137;11;ARBOUCAVE;LE HOUGA;27.548;Vladymyr KOCH
224157;29;TRAUBACH LE BAS;TRAUBACH LE HAUT;1.657;Tatiana WAGNER
85284;2;DRAGUIGNAN;LA MOTTE;8.4;Monika ROBERTS
135948;24;LA ROCHEFOUCAULD EN ANGOUMOIS;MAINXE GONDEVILLE;42.155;Elena PEREZ
213548;23;DULLIN;ST SULPICE;7.544;Olha MORENO
97257;6;JUSSY;STE RUFFINE;0.831;Marie GARCIA
288829;1;MONTLAUX;ONGLES;10.057;Olha WAGNER
192792;24;COURBOIN;MAREUIL EN BRIE;18.439;Jose HOFFMANN
63801;12;LAIGNY;LE SOURD;7.864;Michel JENSEN
115542;21;CHAZAY D AZERGUES;APPOIGNY;239.295;Alexander JENSEN
57016;1;VIEFVILLERS;CERNAY LES REIMS;148.726;Maksim JOHNSON
88261;11;LE FRESNE PORET;ST CHRISTOPHE DE CHAULIEU;3.891;Brigitte SCHÄFER
295200;18;CENDRAS;GOUDARGUES;32.905;Andrey JONES
87461;9;ST JULIEN LA GENETE;AUZANCES;13.043;Rosa KUZNETSOVA
58400;20;LOMMERANGE;SILLY SUR NIED;36.917;Vladimir MARTIN
23672;13;PISANY;LA CLISSE;4.382;Valentina DAVIES
88066;29;PORCELETTE;ETZLING;21.422;Mária PAVLOVA
286451;9;CHERBONNIERES;DIGNAC;66.782;Laura SCHULZ
13348;16;CRESSE;BERCLOUX;20.948;Josef GOMEZ
211533;15;SEMILLY;THONNANCE LES MOULINS;21.808;Wolfgang GARCIA
260043;23;LA ROCHE CHALAIS;YVIERS;16.588;Yuliya ROMERO
274192;20;MESNIL ST NICAISE;ROYE;12.963;Michael RICHTER
174690;3;ESTENSAN;GUCHEN;5.102;Vasylyi SCHULZ
111720;27;ST JEAN DE BOISEAU;LA BARRE DE MONTS;46.028;Aleksey ROSSI
256598;7;BASCONS;EAUZE;42.76;Juan EVANS
66418;5;LE RONSSOY;NAUROY;7.444;Serhei DIAZ
87007;9;CHAMBON STE CROIX;BETETE;23.08;Valentyna PETROVA
28607;16;MONTAMAT;BETBEZE;31.679;Christian SIMON
266507;27;ST JULIEN LA GENETE;BELLECHASSAGNE;58.265;Brigitte KRAVCHENKO
200285;20;PONTACQ;BAUDREIX;12.599;Werner VASILEVA
58275;37;CHANDON;ST NIZIER SOUS CHARLIEU;5.945;Peter MILLER
291500;5;GOUZENS;MONTGEARD;41.393;Marie KOVALENKO
132430;17;FELINES SUR RIMANDOULE;ST MARCEL LES VALENCE;43.853;Andrei MAGOMEDOV
244260;11;VAYRES;TIZAC DE LAPOUYADE;20.026;Jose WILSON
143142;5;BEAUFORT;SEYSSES;15.446;Olga IVANOVA
278339;40;MARTINCOURT;BERTHECOURT;30.856;Maksim POPOVA
261420;25;VULAINES SUR SEINE;ST MERY;16.288;Marina MEIER
243337;4;MONTAGNAC;AUMES;3.506;Andrea IVANOV
51963;9;PARTHENAY;ST PIERRE D EXIDEUIL;66.0;Giovanni RICHTER
163553;10;LUSSERAY;ROMAGNE;38.498;Josef EVANS
225273;13;JULLOUVILLE;CAROLLES;2.851;Igor NAGY
225603;3;CHADENAC;VILLARS LES BOIS;28.136;Roman KUZNETSOV
106754;11;BELLEYDOUX;MONT SUR MONNET;50.366;Alexander KOVALENKO
63717;18;BEAUMONT;LE POET CELARD;73.982;Michel RAMOS
180736;22;CHALAIS;ST VINCENT SUR L ISLE;29.278;Alina MILLER
209510;1;ST GERMAIN D ESTEUIL;FONTAN;682.121;Anton WOLF
119438;17;SEYSSUEL;TRAMOLE;33.492;Ivan MARIN
107469;15;AUVERNAUX;ST HILAIRE;31.126;Tatyana MARTIN
141261;7;LA SALETTE FALLAVAUX;PRUNIERES;19.043;John MÜLLER
266622;2;OUVILLE L ABBAYE;PAVILLY;14.407;Karin KOCH
